url,count
http://ccm.99oi.mobi/btgc.html,187
www.dfxz.org,186
http://aaaa999.net/2048/,181
http://www.weibo.com/jiaolovekt,178
http://www.mo999.net,177
dioguitar23.co,176
http://mo666.net,171
http://64.78.167.65/,171
https://1024dz.com,170
http://stf77.com/,169
http://noaaxv.com/index,166
www.sis001.con,165
http://skyav.me,164
http://www.t66y.com,162
http://www.18p2p.me/,162
http://kkkxv.com/,159
http://m1838.mvlike.cc/index,155
http://www.avbdshop.com/,152
http://cre13.com,151
http://www.btshoufa.com,149
http://touch99.com/,149
http://www.todocvcd.com,149
http://w3.fwymdscj.xyz/pw/index.php,148
http://pa6969.com,148
http://cc9.uniu-girl.com/,142
http://www.100lu.com,138
http://forum.18p2p.com,136
http://1024gc.com/,135
http://520hav.com,134
http://ags579.com/,133
http://www.crv2000.com/index,133
http://kolibka.com,133
https://sukebei.nyaa.si/user/javkiss,133
http://www.3dmgame.com/,133
http://111.92.236.50/forum/viewthread.php?tid=1731520&extra=page%3d1,131
http://www.bailu.me,131
http://www.fdzone.org,126
http://mo9999.net,125
http://www.itzmx.com/,125
http://bbs.hotavxxx.com,124
http://174.139.28.2/bbs/,123
http://kkkxv.com,123
http：//www.sis001.com,123
http://210.6.90.222:8001/forum/,118
http://www.mimip2p.net/,116
http://www.1c0d2n4.com/,115
http://exv9.com/index,115
http://202.181.214.117/discuz/index.php,115
http://64.78.163.55/bbs/index.php,114
http://gg168.xyz,113
http://dio99.com,112
http://bbs.hdbird.com,111
http://www.city9x.com/bbs/index.php,111
http://www.ifei.com.tw/index/5032,110
http://www.52movieba.com,110
http://dioguitar23.me/forum.php,109
http://av66apk.com,109
http://www.killman.net,108
http://52movieba.com,107
http://18p2p.com/forum/viewthread.php?tid=1731520&extra=page%3d1,106
http://www.18p2p.com/forum,104
ttzy1.com,104
http://www.speedpluss.org/index.php,103
http://182.50.154.244,103
http://hxly9.com,103
http://ahashare.com,103
https://about.me/xiaav,102
https://bbs1.2djgame.net,102
http://bbs.homefei.me,102
http://www.caiyawang.com/,101
http://nnm-club.info/bt/announce.php,101
http:////sod99.com/index,100
http://cmct.cc,98
http://avsp2p.com/,98
http://mo888.net,98
bbs.opfans.org,97
http://18dh.pw,97
http://cmct.tv,96
http://if178.com/index/5032,95
http://x2.pix378.pw/pw/index.php,95
http://bbs.dg2012.com,94
http://www.dashixiong123.com,93
https://anidex.info/user/10463,92
https://www.emoneyspace.com/xiaav,92
http://touch99.com/index.php,92
http://m1838.lovemov.cc/index%20,92
dh2048.net,91
© 1234567890 ® alexxx & co.,91
http://www.mp4ba.com/,91
http://www.hotavxxx.com,90
http://www.baidu.com,89
http://sbme.me,89
http://174.139.242.150/,88
http://ccm.99oi.mobi/bthgc3.php,88
http://www.alabout.us,88
http://blpi666.com,87
http://kk.51688.cc/,87
http://ime888.com,87
http://bbs.btwuji.com,85
http://www.sexinsex.net/,85
http://18board.com/forum,84
http://www.hanyingshe.com,84
© kinozal.tv ® alexxx & co.,84
http://www.dream2008.cn,84
http://9zvip.net/,82
http://s1.1yyqing.info/,82
http://sukebei.nyaa.se/?user=302916,79
http://www.city9x.com/,79
http://ime666.com,77
667x.net,77
httpp://www.dizhi55.com,77
http://www.18board.com,76
http://vip6689.com/,76
http://18dz.pw,76
www.skp2p.com,75
http://av66xv.com/,75
http://woge.xyz/index.php?u=71277&ext=7826c,75
https://51hg.me,75
http://mo777.net/,75
http://dioguitar23.net,75
http://www.speedpluss.org,75
http://www.18p2p.com/forum/?fromuser=yamyedye,74
www.tskscn.com,74
https://porno-island.org/,73
http://98.126.113.44/bbs/,71
http://www.hd1080.org,71
http://210.6.90.225:8001/forum/,71
http://yyyxv.com,70
http://206.108.48.169/~avsppnet/,70
http://show688.com,70
http://xx1943.com/,70
http://hkbbcc.xyz/forum-2-1.html,69
http://showmov.cc/,69
http://dh2048.net/,68
https://cmct.tv,68
http://tieba.baidu.com/f?kw=s%bc%d2%b5%c4%b7%bf%d7%d3%bd%d0%ce%de%c3%fb,68
http://sodgo.com,68
http://thepiratebay.org/user/n3o_fr33styl3r,68
http://www.eien-acg.com,67
http://touch99.com,67
http://www.javset.com,66
http://www.ses23.com,66
http://torrenty.org,66
http://174.139.28.91/bbs/,65
https://51hg.in,65
http://www.piring.com,65
http://javbo.net,65
http://cb.1024hgc.org/,64
http://www.kingdom-kvcd.net,64
www.mp4ba.com,63
http://www.sis001.com/,62
http://acg-school.org/,62
http://sexinsex.net,62
http://www.int.18p2p.com/forum/,62
http://1024w.yn.lt,61
http://fatapk.com/,61
http://www.caiyawang.com,61
http://www.avdocument.com,60
http://www.jpavgod.com,60
http://s8baidu.com/index.php?u=19792205,60
http://school2018.xyz,60
http://www.lwgod.com,60
http://210.6.90.226:8001/forum/,59
casstudio.tv,59
domaha.tv,57
http://www.chdtv.net,57
http://98.126.48.54/,57
www.sogclub.com/forum/,56
http://thzab.com,56
http://brist.mad.buttobi.net/,55
http://www.sexinsex.net%20http%3a//www.sex8.cc%20,55
http://sifangpian.com,55
http://210.6.90.222:8002/index.php,55
http://hi.baidu.com/new/dvdraws,55
111,55
http://mimip2p.net/bbs/index.php,55
www.yqzuji.com,54
http://www.mycould.com/discuz/index.php,54
uua34.com,54
http://bbs.yzkof.com,53
http://174.139.28.90/bbs/,53
http://www.52movieba.com/forum/,53
http://1024.yn.lt,53
http://bbs.dg2012.com/,53
https://bbs4.2djgame.net,53
http://mo688.net/,52
dl.dxz567.com,52
2048.tw,52
http://ac168.info/,52
http://dfxz.org/forum.php,52
http://wdaxv.com,51
http://cc9.gen69.com/,51
http://waikeung.12cc.cc/,50
http://teracod.hu,50
http://yesxv.com/index,50
http://int.18p2p.com/forum/,49
http://hhhxv.com/index,49
http://www.mycould.com/,49
http://51hg.me,49
http://uux28.com,48
http://08lkk.com/like/forum.php,48
http://www.facebook.com/ahmed.abbas,48
http://www.kinokopilka.ru,47
http://bbs.popgo.org/,47
http://www.tsdm.net/,46
cmcws.com,46
http://www.hdcmct.com,46
http://www.18board.com//forum/index.php,45
http://www.1495.com,45
http://210.6.90.211:8002/index.php,45
http://cupidads.tumblr.com/archive,45
http://www.51wak.com,44
http://qqav.tv,44
hjd2048.com,44
https://hihbtdz.pw,44
http://www.hdcdape.com,43
http://www.44x.me,43
http://arr-soarin.blogspot.com/,43
www.mimip2p.net,42
http://acg-school.org,42
http://waikeung.12cc.cc,42
http://www.iskytree.net,41
forum.18p2p.com,41
http://www.52movieba.com/,41
http://qwexv.com/,41
http://www.hkbdsmc.com,41
http://hoopwu.com/,41
http://cl.ueos.pw/index.php,40
© kinozal.me ® alexxx & co.,40
http://dl.dxz567.com,40
http://ccm.99oi.info/pw/,39
http://www.tvboxnow.com/index.php,39
http://www.mayizai.com,39
www.sogclub.com,38
http://210.6.90.224:8001,38
http://waikeung.net/,38
http://bbs.wujidy.com,38
https://kat.cr/user/zi4r/,38
http://www.t66y.com/,38
http://99p2p.com/index.php,38
http://www.8segirl.net/index.php?u=177,38
http://bbs.2djgame.net/,37
http://huntav.com,37
jav.55888.eu,37
www.erosbar.net/228.html,37
zanghua888.com,37
http://www.1yqing.com/,36
http://94tvv.com/index,36
http://bbs.aptx.cn/,36
http://www2.eyny.com/index.php,36
http://vip739.com,36
http://www.avlang5.info/,36
i66.me,36
http://38.100.22.210/bbss/,36
http://www.71pp.net,36
http://xavdz.org,35
www.sogclub.com/,35
http://cccc222.net,35
http://goxav.xyz,35
dioguitar23.me,35
http://forum.fdzone.org/index.php,35
www.nyap2p.com,35
http://210.6.90.225:8001,34
http://xxzhs.info/caoliu.html,34
bobo.dxz567.com,34
http://bbs.sumisora.org/,34
http://waikeung.org/php_wind/index.php,34
http://tnttorrent.info/,34
http://hihbt.cc,34
1024bu.com,34
http://sexav.tv,34
http://mo777.net%20,33
sop168,33
http://www.mimip2p.com/bbs,33
http://www.acg6.com,33
http://dioguitar23.me,32
http://www.tiaotiaohu.me,32
http://www.97yj.xyz,32
http://www.astost.com/bbs/?u=15278,32
http://fdzone.org/,31
www.kamigami.org,31
http://66.85.165.90/forum.php?mod=forumdisplay&action=list&fid=215,31
http://www.mimip2p.com/,31
http://www.erosbar.net/228.html,31
http://www.dupanwang.com,31
http://bestrepack.net,31
http://210.6.90.148/index.php,31
http://forum.tw.fdzone.org/?fromuid=645038,30
http://www.twftw.biz/,30
http://58.64.252.49:8080/,30
http://www.rarbt.com,30
http://forum.fdzone.org,30
https://bbs.holyo.org,30
http://www.city9x.com/bbs/?fromuid=8981,30
http://i1024t66y.tumblr.com/,30
http://hdscg.com/,30
http://spfun.org/index.php,29
http://174.139.242.150,29
http://www.tvboxnow.com/,29
http://www.hi5.tv/,29
https://www.avhub.co,29
http://210.6.90.226:8001/forum,29
http://69.4.228.121/,29
http://xavdz.info,29
http://z.51688.cc/,29
http://forum.fdzone.org/?fromuid=453244,29
http://dacg.blog132.fc2.com/,29
https://bbs.aptx.cn,29
www.1yqing.com,29
http://xp1024.com/,28
http://waikeung.info/,28
http://xavdz.net,28
http://www.sbsub.com/,28
http://s8s8cn.com/index.php?u=8303346,28
http://thepiratebay.org/user/amplified_pumpkin/,28
http://cl.s1.lv/index.php?u=62018&ext=9659a,28
http://iqqtv.cc,28
www.tvboxnow.com,27
http://cl.man.lv,27
http://lp888.tv,27
http://levelupgames.uol.com.br/levelup/,27
http://www.plus28.com/,27
http://int.18p2p.com,27
http://www.yyets.net,27
http://rutracker.org/forum/profile.php?mode=viewprofile&u=6612071,27
https://vdianying.cc/,26
www.riri.la,26
www.myhdbt.com,26
https://xavdz.com,26
bthegc.com,26
http://www.52sk2.com,26
http://gregalice.free.fr/forum/index.php,26
http://www.thz.cc,26
http://forum.int.18p2p.com/,26
http://hdscg.com,26
http://ac168.info,26
http://domaha.tv,26
http://forum.int.18p2p.com/forum/,25
http://www.sexinsex.net%20,25
http://livebbs91.net/forum.php,25
http://kinozal.tv/userdetails.php?id=5666504,25
http://p2pzone.org,25
https://www.tskscn.com,25
http://heyav.tv/,25
http://school2019.top,25
http://www.int.18p2p.com/,25
http://www.btrenren.com,25
http://tntvillage.org,24
http://www.sogclub.com/forum.php,24
http://forum.fdzone.org/,24
http://xiaocao.in,24
http://www.speedpluss.org/,24
http://www.4hu.com,24
http://mimip2p.net,24
http://www.seriecanal.com,24
arenabg.com,24
http://210.6.90.215:8002/,24
http://210.6.90.159:8001/index.php,24
http://heyav.tv,24
http://38.100.22.211/bbss/,24
http://sexinsex.net/forum/index.php,23
http://www.lwgod.cc,23
http://www.sogclub.com/?fromuid=260748,23
http://www.p2p101.com,23
http://sogclub.com/forum/index.php,23
http://www.waf.com.cn,23
http://hkbbcc.xyz/forum.php?mod=build_dir_tree&fid=809,23
http://ags579.com,23
http://www.321n.net,23
http://www.speedpluss.org/?fromuid=13367,23
http://74.63.118.227/bbs/,22
http://210.6.90.226:8001/forum/index.php,22
http://cl.uewo.pw/,22
http://206.108.55.204/~avsppnet/,22
http://98.126.140.27/,22
http://bobo.dxz567.com,22
http://fantastico.cl,22
http://64.62.222.229/~avsppnet/,22
http://www.denglubbs.com,21
http://www.sexinsex.net/forum/space.php?uid=4325295,21
http://taohuazu.com,21
http://www.int.18p2p.com/forum/index.php,21
torsky.org,21
http://bbs.bt5156.com/,21
cl.man.lv,21
http://64.150.160.169/discuz/index.php,21
www.jpvrporn.com,21
http://c1521.biz.tm/index.php?u=218928,20
http://bbs.cnxp.com,20
http://www.hdzone.org/index.php?fromuid=41915,20
http://www.btzimu.com,20
http://prpxv.com,20
www.sexinsex.com,20
怪咖社区www.guaika.cc,20
http://shows8s8.com,20
http://bdxav.host,20
18p2p.com ,20
http://forum.int.18p2p.com/forum/index.php,20
http://www.ikkao.com,20
http://bt.xfsub.com,20
http://shangliu.info,20
http://xavdz.com,20
t66y.com  // sexinsex.net,20
http://www.king1970.net,20
http://a.tdjjg.com/300.html,20
www.luyifaba.net,20
qiuye.xmd234.com,20
http://mo666.net/,20
http://dadaplay.info/index,19
mmtalk01.com,19
http://www1.avp2p.info/,19
http://www.3dmgame.com,19
www.thz.la,19
184.154.128.246,19
www.sisi001.com,19
http://hihbt.com,19
http://www.906zy.com,19
http://www.08lkk.com,19
http://bbs.xzz.cc,18
http://uu674.com/,18
http://www.btziyuan.net,18
港台影视交流 e-mail：edit110@foxmail.com,18
https://pan.baidu.com/share/home?uk=1598198490&view=share#category/type=0,18
http://animebeta.blogbus.com,18
http://www.boardof.info,18
第一会所 sis001,18
http://18p2p.com/forum/?fromuid=1350238,18
http://avg.club,18
http://forum.fdzone.org/?fromuid=82255,18
http://bbs.btpig.com/index.php,18
http://bger.diaosman.cn,18
http://caiyawang.com,18
http://yes.51688.cc/index.aspx,18
http://64.78.167.64/bbs/,18
http://206.108.49.19/~avsppnet,18
http://spfun.org/?fromuid=13367,18
www.sis.001.com,18
http://www.18board.com//forum/,18
http://www.co2ky.com,18
http://forum.18p2p.com/index.php,18
http://1024az.com,18
http://210.6.90.226:8002/,17
http://38.100.22.208/bbss,17
http://38.100.22.156/,17
http://torrents.ru,17
https://www.lupola.com,17
http://filetracker.pl/,17
08lkk.com,17
http://tyhg999.com,17
http://bbs.wofei.net,17
http://210.6.90.155/index.php,17
http://chineseavno1.com/index.php?u=7680542,17
http://www.speedpluss.org/?fromuid=24138,17
http://www.eyny.com,17
http://www.avsp2p.info,17
http://www.emoneyspace.com/32an,17
http://210.6.90.224:8002/index.php,17
http://210.6.90.222:8002,17
http://iqqav.cc,17
http://tako.avdvd.me/bbs.php,17
http://www.tw-p2p.com/,17
http://longlong.tk,17
http://luntanweb.net/index.php?u=17777777,16
http://tpb.tracker.thepiratebay.org/announce,16
改你麻痹,16
www.av1024.com,16
http://japorndl.com/home.php?bid=34&partner=stgg90175@yahoo.com.tw,16
http://210.245.213.251:8080/,16
https://acg-school.org/,16
http://www.sexinsex.net/forum/index.php,16
http://ggxav.fun,16
www.guaika.cc,16
http://www.yiday.cc/,16
http://38.103.161.172/forum/forumdisplay.php?fid=231,16
http://tracker.prq.to/announce,16
https://www.douban.com/people/souyouzi/,16
http://1022.live/bbs/,16
http://www.hacg.net/bbs/index.php,16
http://www.95jq.com,16
http://bbs.xuhu.net,16
http://www.fevernet.com/?fromuser=teddy_999,16
http://www.speedpluss.org/register.php?fromuid=11318,16
http://www.divxtotal.com/,16
http://forum.int.18p2p.com,15
http://www.piring.com/bbs/tcn/,15
http://98.126.140.41/bbs/,15
http://bbs.jumpcn.com,15
http：//www.sexinsex.net,15
http://www.meijuku.cn,15
http://210.6.90.226:8002/index.php,15
http://www01.eyny.com/,15
http://dioguitar23.met/forum.php,15
http://touch99.net,15
http://www.hkplaza.net,15
http://210.6.90.215:8002/index.php,15
http://38.100.22.210/bbss,15
http://alxav.com,15
http://210.6.90.223:8002/index.php,15
http://www.mimip2p.com/bbs/index.php,15
http//tv520.funbbs.me,15
http://www.mo7777.net/,15
http://www.laziku.com/,15
http://www.tw-p2p.com/d-c-p2p/index.php,15
ac168.info,15
www.city9.com,15
http://210.6.90.222/forum/index.php,15
http://2020xav.xyz,15
https://91dh.pw,15
http://hd.cnscg.com,15
http://xav6.info,15
http://38.103.161.30/bbs/,15
http://www.freedl.org/treebbs2rss/treebbs2rss/tree.php,15
http://pricehk.blog.jp/,15
www.speedpluss.org,14
http://cc9.gen69.com/main.php,14
http://www.sex8.cc%20,14
http://bbs.2djgame.net,14
http://bbs.btpig.com,14
www.city9x.com,14
http://b.goxav.com,14
http://www.avziyuan.net/,14
http://553ty.com,14
http://www.emland.net,14
http://faidutti.free.fr/index.php,14
http://zhaoxav.info/,14
http://www.pcfreetime.com,14
3li,14
http://vojav.com/,14
http://www.kingmov.com/,14
http://fatapk.com,14
http://www.mimip2p.net/bbs/?fromuid=253731,14
http://www.limitedivx.com,14
http://www.dioguitar23.net/forum.php,14
http://www.ll999.net,14
http://www.mytvbt.com,14
http://69.4.228.122,14
http://210.6.90.223:8001/forum/index.php,14
http://www.moviesdvdr.com,14
http://66.96.216.169/index.php?u=88523,14
http://sukebei.nyaa.se/?page=separate&user=279075,14
http://206.108.48.51/?fromuid=13367,14
http://www.waikeung.org/php_wind/,13
http://38.103.161.182/forum/?fromuid=5059315,13
http://184.154.178.130/,13
http://code.google.com/p/tdmaker,13
http://5.yao.cl/,13
http://210.6.90.222:8001/forum/index.php,13
http://www.tntvillage.org,13
http://avfun.org/?fromuid=13197,13
http://58.64.234.61:8898/index.php,13
http://www.yzmydm.com/bbs/?u=341,13
http://bbs.wujidy.com/,13
http://www.plus28.com,13
http://210.6.90.223:8001/forum/,13
http://38.100.22.208/bbss/,13
https://huntav.com,13
http://myfun4u.org/?fromuid=61,13
http://qiuye.dxz567.com,13
http://111.92.236.50/forum/?fromuid=1348056,13
http://bbs.sumisora.org,13
http://qiuye.xmd234.com,13
http://m1838.lovemov.cc%20,13
http://68.168.16.153/bbs/,13
http://mimip2p.com/bbs/index.php,13
https://bdxav.fun,13
http://school2019.top/,13
http://www.denglubbs.com/?fromuid=1,13
http://www.hacg.net/pwbbs/index.php,13
http://bdxav.xyz,13
https://loverav.com,13
https://www.javstar.com,13
http://www.tvboxnow.com/forum-643-1.html,13
http://srwhjp.web.infoseek.co.jp/,13
http://www.wujidy.com/,12
http://tracker.thepiratebay.org/announce,12
http://forum.18p2p.com/,12
http://208.94.244.98,12
http://www.68888xpj.com,12
http://www.admvn.net/300.html,12
http://74.63.118.226/bbs/?fromuid=8981,12
http://www.amtb.tw/,12
http://98.to/waikeung/,12
http://www.antidot.ws/,12
http://jazz2805@52iv.net,12
http://jazzut.blog62.fc2.com/,12
http://www.btzx2017.com,12
http://www.dedelu.com,12
http://www.divxtotal.com,12
http://www.dzze.com/index.php?fromuid=2164723,12
http://www.ebookshare.net,12
http://lupodi.com,12
http://210.6.90.226:8001/,12
http://m.haodizhi4.info/,12
http://www.iskytree.net/,12
http://myxav.icu,12
http://38.100.22.211/bbss,12
http://bbs.p2pxxx.info/?fromuid=hshlpsp,12
http://www.pdfdummies.com/,12
http://4k2hd.ys168.com/,12
http://www.xiaocao.in,12
http://www.xuhu.net,12
http://5b5e49c5.youfap.com/,12
http://ylxcs.com,12
67.220.91.30,12
riri.la,12
www.avibt.net,12
http://city9.org,12
www.opfans.org/bbs,12
http://cl.man.lv/index.php?u=261331&ext=f0cbe,12
bigwai,12
http://cl.rpz.su/index.php?u=238054&ext=fe5f2,12
http://crv5000.com/index,12
http://98.126.138.60/bbs/%20,11
http://hgc.1024w.net/pw/thread.php?fid=26,11
http://forum.japanadultvideos.com/,11
http://x8king.com/index.php?u=4169479,11
http://sex8.cc/forum.php,11
http://okfun.org/,11
http://69.4.228.122/,11
http://www.hacg.net/bbs/,11
http://www.tsxz.com,11
http://www.mayi.la,11
http://210.6.90.221:8001/forum/,11
http://210.6.90.226:8002,11
http://206.108.52.84/?fromuid=24138,11
http://bt.1000fr.net,11
http://www.hdzone.org/index.php?fromuid=182,11
http://38.114.38.172/forum,11
http://i.kamigami.org/,11
http://192.186.244.27/forum.php,11
http://210.6.90.225:8002/index.php,11
hdlite,11
http://210.6.90.225:8001/forum/index.php,11
http://www.6ytk.com,11
http://bbs.hkacg.com,11
https://www.bh-dh.com/,11
天涯海阁tyhg999.com,11
http://zwzm.tumblr.com/,11
http://free.linkos.bg,11
http://hjd2048.com/2048/index.php,11
www.repinrep.net,11
http://http%3a//www.sex8.cc%20,11
http://www.tvboxnow.com,11
http://210.6.90.222:8002/forum/,11
http://bbs.dg1012.com,11
www.caiyawang.com,11
http://www.city9x.com/bbs,11
fdzone.org,11
http://tntvillage.org/tntforum/index.php?showuser=11352,11
http://64.32.16.19/forum/index.php,11
http://www.bestforum.ws,11
http://2019xav.xyz,11
http://210.6.90.225:8001/forum,11
http://www.overget.org,11
http://206.108.48.51/?fromuid=24138,10
https://pan.baidu.com/share/home?uk=1598198490&suk=ghcf-vw0flap3ixrvqzzta&view=share#category/type=0,10
http://dm1080p.com,10
http://www.aklsdn.com/extend/yfyb1,10
http://bbs.ylxcc.com,10
http://210.6.90.220:8002/index.php,10
http://sebatalk.net/index.php?u=177,10
http://xav1.info,10
http://www.selang.net,10
http://www.70king.com,10
http://www.w8hh.cn,10
http://www.sex8.cc/,10
http://www.btshoufa.net,10
https://javxxoo.com,10
https://livcwl.com/neo-sub,10
http://www.mycould.com/discuz/,10
http://1024w.tumblr.com,10
http://www.mp3nova.org,10
http://www.ninilu.com,10
http://www.heavytorrents.org,10
http://uu732.com/,10
http://www.dzze.com,10
http://www.selang.net/index.php,10
https://about.me/xavdz,10
www.sis001.com.,10
www.hotavxxx.com,10
http://www.mimip2p.net/bbs/index.php,10
http://www.sexinsex.net/bbs/index.php,10
http://www.xh127.com/,10
2018x.win,10
http://www.fulicsm.com,10
http://91dafiji.xyz/,10
http://ya.97ro.org,10
http://ggxav.host,10
qiuye.dxz567.com,10
http://www.subpig.net/forum.php,10
www.shenma668.info,10
http://rrrapk.com,10
http://serendang.in,10
http://avhot.cc/,10
http://64.78.163.53/bbs/index.php,10
http://forum.p2pzone.org,10
http://www.subpig.net,10
http://10240.tk/index.php?u=286454&ext=48518,10
http://www.btba.com.cn,10
http://www.niusishe.com,10
http://www.g-cup.tv/,10
http://www05.eyny.com/index.php,10
http://xuexia15.net,9
http://av99.tv,9
sexinsex.net,9
http://share.dmhy.org/,9
http://www.suninmind.cn/index.php,9
irc://irc.rizon.net/shibuyabashi,9
http://www.jpfans.com/,9
http://moezwy.diandian.com/,9
http://dhrsub.net/,9
f1.98hy.info,9
https://www.dhr.moe%20http%3a//dhr-raws.net,9
http://www.mycould.com,9
www.thz.com,9
http://bbs.18p2p.com/forum/?fromuid=1415856,9
http://www.rutracker.org,9
http://www.gx990.com,9
http://int.18p2p.com/forum/index.php,9
http://bbs.ktxp.com,9
http://www.hdcmct.com/bbs,9
www.kamigmai.org,9
http://www.papabuxiban.com,9
http://www.hongfire.com/,9
http://www.hshare.net/,9
http://210.6.90.212:8001/forum,9
http://www.eyny.com/space-uid-8477483.html,9
http://98.126.140.41/,9
www.dream2008.cn,9
https://share.dmhy.org/topics/list/team_id/663,9
http://cc9.dd-girl.com/,9
http://39999911.com/?aff=1098284,9
http://forum.18p2p.com/forum/index.php,9
http://forum.18p2p.com/forum/,9
http://www.jpseek.com/index.php,9
http://topse.ru,9
https://fastzone.org/forum.php,9
http://www.hongfire.com/forum/member.php?u=904494,9
http://38.100.22.156,9
http://yleco.com,9
http://bbs.hamanw.com,9
http://18plus.plus28.com/,9
http://67.228.81.184/,9
http://210.6.90.217:8002,9
http://thepiratebay.org/user/auntie-beeb,8
http://www.speedpluss.org/register.php?fromuid=21513,8
http://wowose2008.cn/index.php?fromuid=205167,8
http://www.av9898vod.com/index_mmloveu.php,8
http://ondaapk.xyz,8
http://666.88bk.net,8
http://www.cnscg.com,8
http://speedpluss.org/?fromuid=13367,8
http://goxav.men,8
http://forum.tw.fdzone.org/?fromuid=538796,8
http://www.seedoff.net/index.php?page=userdetails&id=1092159,8
http://www.fdzone.org/,8
http://www.nd.com.cn,8
http://www.mytvbt.com/,8
http://uu632.com/,8
http://bbs.cn1069.net/forum.php,8
http://www.ppxwiki.com,8
www.caodan.club,8
http://a88.us,8
http://210.6.90.226:8001,8
http://playav.cc,8
http://www.dotbtplus.com/,8
http://waikeung.org/php_wind/?u=8299,8
http://www.mimip2p.com/bbs/,8
http://kanxav.xyz,8
杏吧论坛.com,8
http://68.168.16.153/forum/?fromuid=9636058,8
http://vip.tracker.thepiratebay.org:80/announce,8
http://xv9.cc/index,8
http://www.99bbs.com,8
http://forum.qxxy.org,8
http://pro.fastzone.org/forum.php,8
http://142.54.185.10,8
www.twsb.me,8
www.99bbs.org,8
http://forum.ppnow.com,8
http://cl.eye.rs/index.php?u=60332,8
http://18board.com/,8
